HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,day_sin,day_cos,year_sin,year_cos
0.5882271527122468,0.4549428338960728,0.5994605972259827,0.4736725268940858,0.5565764992684863,0.6137650103979538,0.6910176320171663,-0.2588190451021338,0.965925826289172,0.02198736849496719,-0.9997582485914615
0.5851302402772671,0.4594485440930541,0.5967380896385914,0.4710064516566463,0.550278763400676,0.6207833526509776,0.6362329675922095,-4.877283481101601e-12,1.0,0.021270773236563276,-0.9997737515087695
0.5727426235982349,0.43691996905785485,0.5913185196505392,0.46574836005341225,0.5125954840430011,0.5861444585547602,0.6362329675922095,0.25881904509271164,0.9659258262916967,0.02055416705031865,-0.9997887407932076
0.5711941728908929,0.45043711568232725,0.5913185196505392,0.46841443529085175,0.5156927348227905,0.599954734476357,0.5814682574604971,0.49999999999923694,0.8660254037848792,0.019837550304389103,-0.9998032164370751
0.5773879757202611,0.45043711568232725,0.5967380896385914,0.4736725268940858,0.521990495305362,0.599954734476357,0.5196557975809077,0.7071067811821925,0.7071067811909026,0.019120923366935848,-0.9998171784329352
0.583581789569925,0.46395425429003523,0.5976540738966319,0.4789306162902308,0.5408837521383151,0.6207833526509776,0.5042026826110102,0.8660254037787203,0.5000000000099045,0.018404286606125326,-0.9998306267736149
0.619196199919975,0.5180228568214537,0.6130222478226395,0.4973709641302835,0.6415444886331372,0.731039178428047,0.5365064746921488,0.9659258262885085,0.2588190451046098,0.017687640390129038,-0.9998435614522051
0.6253900137696389,0.5405514398734172,0.6175512787393815,0.5158113119703361,0.6478422245009474,0.813900833957628,0.5435342320660694,1.0,7.44062763269612e-12,0.016970985087123334,-0.9998559824620608
0.5820333388625829,0.5225285670184349,0.621164325398083,0.5263274907626262,0.42773072898658143,0.6345936285725744,0.5140455566415751,0.96592582629236,-0.2588190450902357,0.01625432106528923,-0.9998678897968003
0.5588296547513321,0.49098856357250886,0.6076026778345872,0.499962978288989,0.3993392511977973,0.6207833526509776,0.4297721787114119,0.8660254037861609,-0.49999999999701705,0.01553764869281223,-0.9998792834503067
0.56812037001568,0.49098856357250886,0.6094092011639379,0.5026290535264285,0.42773072898658143,0.6481774959097206,0.48034420241909237,0.7071067811927152,-0.70710678118038,0.014820968337882127,-0.9998901634167262
0.5866787020049047,0.49098856357250886,0.614828774185151,0.5026290535264285,0.4780094800798768,0.6481774959097206,0.4831393267017803,0.4999999999995222,-0.8660254037847145,0.014104280368692806,-0.9999005296904694
0.5619265671863118,0.49098856357250886,0.6048801702471959,0.5026290535264285,0.4151352326361998,0.6551958381627444,0.464891087449195,0.25881904510708587,-0.9659258262878451,0.01338758515344207,-0.9999103822662105
0.5619265671863118,0.4999999839664713,0.6039896281427247,0.5315855801587712,0.44342350073151376,0.6757980477529144,0.45225308913594214,1.0003971784290638e-11,-1.0,0.012670883060331449,-0.9999197211388879
0.5711941728908929,0.5180228568214537,0.621164325398083,0.5394356925419779,0.38684698915564697,0.6345936285725744,0.47189889052987133,-0.2588190451018157,-0.9659258262892572,0.011954174457565997,-0.9999285463037036
0.5711941728908929,0.5315400034459261,0.6220548675025541,0.5394356925419779,0.3899442399354365,0.6551958381627444,0.42695710013547966,-0.4999999999947971,-0.8660254037874425,0.011237459713354117,-0.9999368577561238
0.5510873901943262,0.4819771271450176,0.602183104813374,0.4973709641302835,0.3930414907152259,0.6481774959097206,0.47050132838852754,-0.7071067811785674,-0.7071067811945277,0.010520739195907371,-0.9999446554918786
0.5634750178936538,0.4774714169480364,0.6003765814840233,0.49211287473413845,0.44022299102873186,0.6481774959097206,0.4634735710146068,-0.8660254037834328,-0.500000000001742,0.009804013273440281,-0.9999519395069616
0.583581789569925,0.5135171466244725,0.6229708517605946,0.5289195049213318,0.44022299102873186,0.6481774959097206,0.49437976287368934,-0.9659258262871816,-0.25881904510956183,0.009087282314170149,-0.9999587097976309
0.5804848881552409,0.5225285670184349,0.621164325398083,0.5289195049213318,0.43392525516092156,0.6619877718313175,0.4550482134186301,-1.0,-1.2567315935885158e-11,0.00837054668631686,-0.9999649663604081
0.5773879757202611,0.5225285670184349,0.621164325398083,0.5289195049213318,0.41823248341598923,0.6551958381627444,0.4381975363073887,-0.9659258262899206,0.2588190450993397,0.007653806758102707,-0.9999707091920791
0.5711941728908929,0.5180228568214537,0.6193578051018931,0.5289195049213318,0.3993392511977973,0.6551958381627444,0.4410126529640332,-0.8660254037887242,0.4999999999925772,0.006937062897752183,-0.9999759382896933
0.565023468600996,0.5180228568214537,0.614828774185151,0.5263274907626262,0.3930414907152259,0.6551958381627444,0.4410126529640332,-0.7071067811860505,0.7071067811870446,0.006220315473491805,-0.9999806536505645
0.5603781164789697,0.5135171466244725,0.6130222478226395,0.5236614155251866,0.37734874358505477,0.6481774959097206,0.47613152362110406,-0.500000000003962,0.8660254037821512,0.005503564853549921,-0.99998485527227
0.574291074305577,0.5270342932489449,0.6274998826773367,0.5368436783832723,0.37425149280526526,0.6551958381627444,0.5028051204696661,-0.25881904511203785,0.9659258262865182,0.004786811406156519,-0.9999885431526513
0.5727426235982349,0.5225285670184349,0.6320034714405093,0.5394356925419779,0.36475324723467306,0.6345936285725744,0.47471400718651585,-5.787448591128243e-13,1.0,0.004070055499543044,-0.9999917172898137
0.5727426235982349,0.5315400034459261,0.6320034714405093,0.5499518713342679,0.3584554867521017,0.6345936285725744,0.4817417645604365,0.2588190450968637,0.9659258262905841,0.003353297501942198,-0.9999943776821265
0.5727426235982349,0.5270342932489449,0.6329194556985498,0.5499518713342679,0.34906050010450196,0.6275752863195507,0.4957773630957456,0.49999999999035727,0.8660254037900059,0.002636537781587763,-0.999996524328223
